idstatefrom,idaction,idstateto,probability,reward
0,0,0,0.9999999999999999,0
0,1,0,0.9999546000666129,2.01
0,1,1,4.539993338712231e-5,-3.0300000000000002
0,2,0,0.9995006007327416,4.509999999999999
0,2,1,4.5399933387122316e-4,-0.5300000000000002
0,2,2,4.539993338712231e-5,-5.57
0,3,0,0.9972306040633855,7.01
0,3,1,0.002269996669356116,1.9699999999999989
0,3,2,4.5399933387122316e-4,-3.0700000000000003
0,3,3,4.539993338712231e-5,-8.110000000000001
0,4,0,0.9896639484988651,9.510000000000002
0,4,1,0.007566655564520383,4.469999999999999
0,4,2,0.002269996669356116,-0.5700000000000003
0,4,3,4.5399933387122316e-4,-5.610000000000001
0,4,4,4.539993338712231e-5,-10.65
0,5,0,0.9707473095875642,12.010000000000002
0,5,1,0.018916638911300965,6.969999999999999
0,5,2,0.007566655564520383,1.9299999999999997
0,5,3,0.002269996669356116,-3.110000000000001
0,5,4,4.5399933387122316e-4,-8.15
0,5,5,4.539993338712231e-5,-13.190000000000001
0,6,0,0.9329140317649622,14.510000000000002
0,6,1,0.03783327782260192,9.47
0,6,2,0.018916638911300965,4.43
0,6,3,0.007566655564520383,-0.6100000000000012
0,6,4,0.002269996669356116,-5.65
0,6,5,4.5399933387122316e-4,-10.690000000000001
0,6,6,4.539993338712231e-5,-15.730000000000002
0,7,0,0.8698585687272923,17.01
0,7,1,0.06305546303766987,11.970000000000002
0,7,2,0.03783327782260192,6.930000000000003
0,7,3,0.018916638911300965,1.8900000000000041
0,7,4,0.007566655564520383,-3.149999999999997
0,7,5,0.002269996669356116,-8.189999999999998
0,7,6,4.5399933387122316e-4,-13.229999999999999
0,7,7,4.539993338712231e-5,-18.27
0,8,0,0.7797793358163354,19.51
0,8,1,0.09007923291095696,14.469999999999999
0,8,2,0.06305546303766987,9.43
0,8,3,0.03783327782260192,4.390000000000004
0,8,4,0.018916638911300965,-0.6499999999999986
0,8,5,0.007566655564520383,-5.6899999999999995
0,8,6,0.002269996669356116,-10.73
0,8,7,4.5399933387122316e-4,-15.770000000000001
0,8,8,4.539993338712231e-5,-20.81
0,9,0,0.6671802946776392,22.010000000000005
0,9,1,0.1125990411386962,16.97
